comment,token
I'm thinking about who are uand y did I subscribed u,[]
아니 언니 왜 이렇게 된거럌젠짜 언닠 너무 힘이 나잖앜,"['언니', '왜', '된거', '럌젠짜', '언닠', '힘', '나잖앜']"
젊은 사람이 어쩌다,['사람']
불태웟다,['불태웟다']
내 거친 생각과불안한 눈빛과,"['내', '생각', '눈빛']"
구독자 100명 빠져나간게 실화냐며우런니 깡춤이 뭐가 어어때서,"['독자', '명', '실화', '며', '런', '깡춤', '뭐', '어어', '때']"
1:12 좀 부족해도 돼요 언니,"['좀', '언니']"
This was recommended for me,[]
0:56 심지어 응원이 조효진이라고 들리는거같아 ,"['심지어', '응원', '조효진']"
화려한조명이있는가O사타구니를 쥐었는가X어깨뽕을넣었는가O개구장이표정지었는가X총평 50점,"['조명', '사타구니', '어깨', '뽕', '개구', '표정', '평', '점']"
대체 무슨 시점이죠 이건 마치 키우는 강아지가 주인이 하는 행동이 무서워서 책상에 숨어서 보는 그런 시점이군요,"['대체', '무슨', '시점', '이건', '마치', '강아지', '주인', '행동', '책상', '시점', '이군']"
0:57 언니 무서워요,['언니']
아앀 비 깡 노래 뮤비 진짜 너무 웃겨서 가끔 보는뎈 언니가 춘 거 개웃곀 심지어 안무 어설프지만 비슷해아 오랜만에 비 깡 보러 가야겠닼(여러분 비 깡 뮤비 보세욬 리얼 거기 댓글도 다 웃깁니닼),"['아앀', '비', '깡', '노래', '뮤비', '진짜', '가끔', '보는뎈', '언니', '거', '개웃곀', '심지어', '안무', '만', '비', '깡', '닼', '여러분', '비', '깡', '뮤비', '보세욬', '리얼', '거기', '댓글', '닼']"
구독자 줄은거 개웃곀쿠,"['독자', '줄', '거', '개웃곀쿠']"
아 언니 화면 연출 특수 효과 다 너무 완벽하잖아옄,"['언니', '화면', '연출', '특수', '효과', '옄']"
0:55 좀비출현,"['좀비', '출현']"
깡 그 자체가 되어버렸다  조   효   깡 ,"['깡', '그', '자체', '조', '효', '깡']"
개웃겨진짜중간에 신들린거 같아서 섬뜩한데 개웃김 효진슨배릠  ❤️❤️❤️❤️❤️❤️❤️,"['개', '진짜', '중간', '개', '효진', '슨배릠']"
,[]
0:57 아언니,['언니']
2일차에는 화려한 조명이 효진언니를 감싸는 것까지 볼 수 있길,"['조명', '효진', '것', '볼', '수']"
이분은 진정한 인싸구나즐길줄을 아는자,"['이분', '인']"
0:11 왜 책상 잡고 일어나는뎈,"['왜', '책상', '잡고', '뎈']"
이렇게 갑자기 올리신다구욬그럼 감사합니다(넙죽)❤️❤️❤️❤️❤️❤️❕,"['갑자기', '욬']"
아 언니 개웃겨죽을 거 같아요 언니랑 다른 세계 사람 같앗는데 언니가 깡 본다니까 갑자기 현실성 돋아버림  예랑가랑 유투브 채널의 깡 패러디도 레전듭니다봐줘요,"['언니', '개', '죽', '거', '언니', '다른', '세계', '사람', '언니', '깡', '갑자기', '현실', '예랑', '유투브', '채널', '깡', '패러디', '레전듭', '니']"
중독 되서 또보는 사람 나뿐이냐고 (억울),"['중독', '또', '사람', '나', '억울']"
아씨 진짜 진효조 미쳤다,"['아씨', '진짜', '진효']"
무슨 일인진 모르겠지만 비랑 원만하게 푸시길 바라겠습니다,"['무슨', '비']"
1:03 부족이라녀쿠2일차는 얼마나 더 뒤집어지실라구•••,"['부족', '녀쿠', '얼마나', '더']"
아니수건넣은거 개웃기다고,['개']
비 팬분들 응원소리가 왜 내귀에는 내가 조효진하고 있는 것처럼 들리는거야앜1일1깡 너무 조아여,"['비', '팬', '응원', '소리', '왜', '귀', '내', '조효진', '것', '앜', '깡']"
바로 이거라구 오옠,"['바로', '거', '구', '오옠']"
진짜 웃겨죽겠닼핱킄,"['진짜', '닼핱킄']"
2일차를 공개하라,"['공개', '하라']"
이언니 사회적 거리두기하더니 넘 거리둔듯낯설다아니 당황스러워 언니,"['이언', '사회', '거리', '거리', '당황', '언니']"
아웃곀  저러고있는 효진님도 웃기고    무서워하거나 당황하는 댓글들도 귀여웤잼따  잼따근데코로나가 화장언냐들을 다들 배려놓네  회사원님도 삼각김밥 되었던데  ,"['아웃', '곀', '효진', '웃기', '당황', '댓글', '웤잼', '잼', '코로나', '화', '장언', '회사원', '삼각김밥']"
코로나가 괴물을 만들어버렸다,"['코로나', '괴물']"
언니 이러는 이유가 대체 뭐야,"['언니', '이유', '대체', '뭐']"
언니 진짜 많이 심심하구나 코로나쉐키 왜 울 언니야 이렇게 만들어놨냐구,"['언니', '진짜', '코로나', '쉐키', '왜', '울', '언니', '구']"
아니 이언니 진짜 미치겠넼 어깨는 또 무슨일이에요 ,"['이언', '진짜', '넼', '어깨', '또', '일이']"
ほんまにおもろいねんけどwwwwwwだいすきです,[]
어디 내놔도 부끄러운 우리 효진이누나,"['어디', '우리', '효진', '누나']"
진지해서 더웃겨 ,['더']
진짜 이게 무슨영상인가 싶었다,"['진짜', '이', '영상']"
카메라 각도 뭔데,"['카메라', '각도', '데']"
너무좋아요 나도 언니 영상보고 같이 깡부릴래,"['언니', '영상', '보고', '깡']"
0:54 진짜 언니의 이 손놀림은 마치 라잌 준호가 우리집으로 가자는 그런🤍 이제 매일 우리집 준호말고 우리집 효진 보러올게🥰,"['진짜', '언니', '이', '손', '놀림', '마치', '라잌', '준호', '우리', '집', '이제', '매일', '우리', '집', '준호', '우리', '집', '효진']"
언니 너무 멋져요 개간지🤘,"['언니', '개간']"
 아 어떡해 너무 웃곀,['웃곀']
Omg you're so funnyone of the best beauty youtubers out there🤣🤣,[]
저 모르고 전 영상들 15배속으로 보고있다가 아무생각도 안하고 그냥 이 영상 들어왔다가 언니가 15배속으로 바닥 기다니고 뛰고 셀카찍는자세 각잡다가 갑자기 킹콩걸음으로 다가오는거보고 너무 식겁했어요 결론은 사랑한다구요 언니❤️ 이영상은 1배속으로만 봐야겠어요,"['저', '전', '영상', '배속', '생각', '안', '그냥', '이', '영상', '언니', '배속', '바닥', '셀카', '자세', '잡', '다가', '갑자기', '킹콩', '걸음', '보고', '결론', '사랑', '언니', '영상', '배속']"
1일1깡 시초 아니냐구 여기가 바로 성지 ✨,"['깡', '시초', '여기', '바로', '성지']"
因為最近冠狀病毒，所以美麗姑娘變化得很奇怪。作為中國人，對韓國人真的抱歉。懇切地期望快終結這疫病。최근에 코로나 바이러스 때문에 아름다운 아가씨가  이상하게 변했다 중국인으로서 한국인에게 정말 죄송하다 이 전염병이 빨리 끝나기를 간절하게 바란다,"['최근', '코로나', '바이러스', '때문', '아가씨', '중국인', '한국인', '정말', '이', '전염병']"
정지훈보고있나마 이것이갱상도화장쟁이다 공포스럽지만 웃다갑니댜효진쓰님,"['정지훈', '것', '갱', '화장', '공포', '만', '갑', '댜효진쓰님']"
저 진짜 일부러 비 깡 한번도 본적도 들은적도 없는데 이영상 이해하고싶어서 깡 보고옵니다 어이없어,"['저', '진짜', '일부러', '비', '깡', '한번', '본적', '적도', '영상', '이해', '깡']"
썸네일부터가 웃겨 ,['썸네일']
앜너무 좋아 하 아 ‎‎𐨛𐨛𐨛 ‎‎𐨛𐨛𐨛 ‎‎𐨛𐨛𐨛 ‎‎𐨛𐨛𐨛 ‎‎𐨛𐨛𐨛 ‎‎𐨛𐨛𐨛 ‎‎𐨛𐨛𐨛 ‎‎𐨛𐨛𐨛 ｦｦｦ ｦｦｦ ｦｦｦ ｦｦｦ ｦｦｦ ටヲヲヲ ヲヲヲ ヲヲヲ ヲヲヲ 𐌅𐨛𐌅𐨛𐌅𐨛𐌅𐨛‎‎𐨛㉪⫬⫬⫬,['앜너무']
비 집에서 울거따 진짜 ,"['비', '집', '진짜']"
 진짜 유튜브 보면서 댓글 단적 앖는데   이거만 따로 1분 짜리 올린거 넘 귀엽고 웃기네요  효진쓰 1일 1깡 올려줘요 ❤️,"['진짜', '유튜브', '댓글', '적', '앖는데', '거만', '효진', '깡']"
세상에 와이라노 와이라노,"['세상', '노', '노']"
아 개열심히하네,['개']
아닠이언니 왜구래 제가 알던 효진님 맞나여,"['아닠이언', '왜구', '제', '효진']"
아낰 오늘 하루종일 비 깡 무대영상 보고 있었는뎈 언니도 합세✨,"['아낰', '오늘', '하루', '종일', '비', '깡', '무대', '영상', '보고', '뎈', '언니', '합세']"
앜코로나가  멀쩡한 사람을,"['앜', '코로나', '사람']"
언닠 진짴미춰쎀너무 좋앜,"['언닠', '진짴미춰쎀너무', '좋앜']"
아 진짜 웃겨서 침나옴 효진쓰 진지한게 키포인트라며 귀여워요,"['진짜', '침', '효진', '키포인트', '라며']"
아닠무슨난리야 이겤,"['아닠', '난리', '이겤']"
처음으로 울 언니한테 정 떨어질 뻔 했다 아 구독 취소까지는 안 했으니 안심해 언니♡,"['처음', '울', '언니', '정', '뻔', '구독', '취소', '안', '안심', '언니']"
뭔가 멋있는데 뭔가 무서워욬처음에 영상틀때 핫바리(정지환님)인줄 알았지 머람욬,"['뭔가', '뭔가', '욬', '처음', '영상', '틀때', '핫', '바리', '정지', '환', '머람욬']"
언니 이러시는 이유가 있을 거 아녜요 진짜,"['언니', '러시', '이유', '거', '녜', '진짜']"
아닠고륄라 숸쇙님아니신가욬,"['아닠고륄', '숸쇙님아니신가욬']"
언니왤케 진지햌근데 웃곀,"['언니', '왤케', '진지', '햌', '웃곀']"
Zz1일차 무대를 뒤집어 놓으셨다 자주 올라왔으면,"['무대', '자주']"
유행 선두주자 였던거야 언니,"['유행', '선두', '주자', '언니']"
이게 몬가요 킹덤인줄알았네 큐,"['이', '몬가', '킹덤', '줄', '큐']"
앜무도에 비나아서 1일1깡 얘기하는거 보고 효진씨 생각나서 영상보러 또 왔어요봐도봐도 즐겁네요마지막에 힘들어하는게 킬포,"['앜무도', '깡', '얘기', '보고', '효진', '영상', '또', '마지막', '킬포']"
졸라울겨옄미치겠닼,"['겨옄', '닼']"
코로나로 다들 점점 미쳐가고있닥 그와중에 어깡,"['코로나', '점점', '닥', '와중', '어깡']"
어깨뽕 때문에 미식축구 선수같은데 편집 잘해서 개웃김 ,"['어깨', '뽕', '때문', '미식축구', '선수', '편집', '개']"
아낰진짜환장하게웃기네앜언니 사랑해여 아,"['낰', '진짜', '웃기', '앜', '사랑']"
나는 노래 플레인줄알았어요 춤 플레이네요 진짜 너무 좋아 격한춤 사랑해 조효진 화이팅 ❤️,"['나', '노래', '플레인', '줄', '춤', '플레이', '진짜', '격한춤', '사랑', '조효진', '화이팅']"
아직 오랑우탄 기어가는듯한 안무부분은 덜완성된듯하지만 깡1일차인데 표현력이 훌륭하네요,"['오랑우탄', '안무', '부분', '덜', '완성', '깡', '표현']"
효깡언니멋지다아 무대를 씹어먹어버려따,"['효깡', '무대']"
카메라가 같이 쓰러졌는가 X신발끈을 묶었는가 X화려한 조명이 나를 감쌌는가 O입술을 깨물었는가 O아직 부족하시군요,"['카메라', '발끈', '조명', '입술']"
이러시는 이유가 있을거 아니에요,"['러시', '이유']"
악 댄서 조효진이였습니닼아미쳐요 넘나 내스탈아침에 찐웃음나왔어요 덕분에 활기차게 시작합니다🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟,"['악', '댄서', '조효진', '습', '닼', '스탈', '아침', '웃음', '덕분', '시작']"
큐나너무웃겨죽겟어,['큐']
이거이거 깡 역주행 시키나여 넘웃겨요 진짜 ,"['깡', '역주행', '진짜']"
0:44 효과 므야므얔,"['효과', '므야므얔']"
이러다  깡 첼린지 하는거 아님,"['깡', '첼린']"
언니 구취 신경쓰지마요저는 너무 재밌고 좋았어요 이 영상,"['언니', '구취', '신경', '마', '는', '이', '영상']"
아 개멋있어 진짜     ,"['개멋', '진짜']"
진짜미친닼안부족해 그만해 그만해 완벽해지지말라구,"['진짜', '닼안']"
인트로를이렇게 만들어놓으시면 어떻게 안들어옵니까앜,"['인트', '를', '앜']"
최근꺼네,['최근']
이 분은 진짜 비에 빙의된 것 같음,"['이', '분', '진짜', '비', '빙의', '것']"
아이앀왜이러는거얔너무 웃겨서 우는중,"['아이', '앀왜', '얔', '중']"
알고리즘 미치겠넼,"['알고리즘', '넼']"
아 나 이 언니 진짜 너무 좋앜뒤에 응원소리 정지훈 아니고 조효진 아니냐면서  언니가 돌아올때까지 저도 연습좀 할께요,"['나', '이', '언니', '진짜', '좋앜뒤', '응원', '소리', '정지훈', '조효진', '언니', '때', '저', '연습', '좀']"
개웃기네 진짜 왕초냐고,"['기네', '진짜', '왕초', '고']"
어설프게 춰서 더 웃기다인싸언니,"['더', '언니']"
아미챴나봐 너무웃겨화려한 조명에 몸을 맡긴다☆,"['아미', '챴', '조명', '몸']"
아닠존내 뿜었넼,"['아닠', '존내', '뿜었넼']"
이것만 따로 올려주시다니 진짜센스쟁이 우울할 때 웃음지뢰영상 예약❤,"['것', '진짜', '센스', '때', '웃음', '지뢰', '영상', '예약']"
아 언닠 내가 유튜브 보는 이유야 진짴 과제하다가 지치면 들어와서 언니 브이로그 보는데 너무 힐링됩니닼 감사해요 언니♥️,"['언닠', '내', '유튜브', '이유', '진짴', '과제', '언니', '브이', '로그', '힐링', '닼', '언니']"
아니앀 아행복해 진짜 비타민덩어리 아니냐구여 그래서 무슨 약을 하신거죠 ,"['아니앀', '진짜', '비타민', '덩어리', '무슨', '약']"
흡사 어깨 미식축구 프로선숰 언니에게 무슨 일이,"['흡사', '어깨', '미식축구', '프로', '선숰', '언니', '무슨']"
이 모든걸 사랑해줄 남자 찾아요,"['이', '걸', '사랑', '남자']"
분명 제대로 된 춤 영상을 보여준다고 하셨는데멋져요 언니 사랑해,"['분명', '제대로', '춤', '영상', '언니', '사랑']"
온니 항상 물어보는 거지만 괜찮아유 언니 이런 모습 너무 좋아 진짴,"['온', '항상', '거지', '아유', '언니', '모습', '진짴']"
1:04 진지하지 말라고욬케,"['말', '욬케']"
미쳤엌진짜나유툽댓글첨인데욬미쳫나밬,"['엌', '진짜', '유툽', '댓글', '욬미쳫나밬']"
언뜻보면 평온해보이지만 허겁지겁인 저 표정이 너무 웃긴것임,"['언뜻', '평온', '허겁지겁', '저', '표정', '임']"
뭔가 모를 멋짐은 뭐징 조효진 쥬타 ,"['뭔가', '뭐징', '조효진', '쥬타']"
웃겨도라버림,[]
아 큐큐큐코큐큐큨큐큐큐,"['큐코', '큨', '큐']"
0:31 표정킬포,"['표정', '킬포']"
 조효깡 응원합니다,"['효깡', '응원']"
아 재생하기도 전부터 웃곀,"['재생', '전', '웃곀']"
아 진짜 깜짝놀랬닼,"['진짜', '깜짝', '닼']"
이게 무슨일이람 댄서 조효진이래 ,"['이', '람', '댄서', '조효진']"
아진짴야밤에눈물흘리게만드는진효조님,"['진짴', '밤', '눈물', '효', '님']"
미치겄닼언니 매력쟁이 ❤️❤️,"['겄닼', '매력']"
앜언니 진짴사랑해욬쿠쿠쿠큐❤❤❤❤,"['앜언', '진', '짴사랑해욬쿠', '쿠쿠', '큐']"
오랑우탄 댓글 진짜 개웃기네 ,"['오랑우탄', '댓글', '진짜', '기네']"
아닠편집도 미쳤고 언니 너무 열심히 하는게 개웃겨욬헝클어진 머리랑 모자떨어지는겈,"['아닠편집', '언니', '개', '욬', '머리', '모자', '겈']"
흡 잠깐 구독한 힙합채널인가 1초 속았다 ,"['잠깐', '구독', '힙합', '채널', '았']"
인스타에서 깡춤깡춤 그래서  도대체 뭐길래 100명이나 구독취소를 했는지 궁금해서 보러왔습니다  개웃기넼,"['인스타', '깡춤깡춤', '도대체', '뭐길', '명', '구독', '취소', '개', '웃기', '넼']"
 진짜 어미고릴라  구애의 춤 ,"['진짜', '어미', '고릴라', '구애', '춤']"
 진짜 알 수없는 뷰티유투버  뷰티유투버 맞져,"['진짜', '알', '수', '뷰티', '유투', '버', '뷰티', '유투', '버']"
아진짜 사랑해,"['진짜', '사랑']"
내 이언니 언젠가 이럴줄알았다🤘🤘,"['내', '이언']"
오랑우탄 부분 킹덤 좀비 같기도 해여 그래도 당신 왕 귀엽 ,"['오랑우탄', '부분', '킹덤', '좀비', '해', '당신', '왕']"
0:44 너무 빨라서 스파크튄줄,"['빨', '스파크']"
뭐지 이 언닠너무 좋아옄,"['뭐', '이', '닠', '좋아옄']"
우와 역시 조효진 선배님무대를 뒤집어 놓으셨다,"['역시', '조효진', '선배', '무대']"
이언니 왜이래완전 매력 터지네언니땸에 오늘도 웃어요너무 좋아,"['이언', '왜', '완전', '매력', '언니', '땸', '오늘', '웃어요']"
명언이 생각난다아무노래 챌린지는 샌님들이나 하는거지 진짜는 깡을 챌린지 한다고,"['명언', '노래', '린지', '샌님', '진짜', '깡', '린지']"
댄서조효진매력터져요,"['댄서', '조효진', '매력']"
무서울정도로 너무 웃긴뎈기대할게여 언니♥,"['정도', '뎈', '게', '언니']"
진짜 매력 무엇입니까,"['진짜', '매력', '무엇', '입']"
헤헼이게무슨일인댘,"['헤헼', '일인', '댘']"
이 언니 왜이랰 언니 솔직히 뭐 잘못 먹었죠,"['이', '언니', '왜이랰', '언니', '뭐', '잘못']"
진짜재밌어옄고퀄효과무엇,"['진짜', '옄', '퀄', '효과', '무엇']"
 아진짜 머리 레게 한거 아니냐구여 넘나 웃겨,"['진짜', '머리', '레게', '거']"
아 개웃곀컼,['개웃곀컼']
아 메이크업하시는 분이야,"['메이크업', '분']"
아나진짜 개웃기다 ,"['나진', '개', '웃기']"
광고주지만 제일 재밌게 본 부분 12:05그치만 블루크림X효진님의 콜라보도 20:16 꼭 봐주세요,"['광고주', '제일', '부분', '블루', '크림', '효진', '콜라보', '꼭']"
언니  난 사실 언니가 뷰티유튜번지 개그유튜번지 잘 모르겠어 ❤❤❤❤,"['언니', '난', '사실', '언니', '뷰티', '유튜', '번지', '개그', '유튜', '번지']"
언니 이런거 물어봐도 되는지 모르겠는데 다음 브이로그때 씻고 머리카락 수건으로 어떻게 마는지 알려주시면 안되나요어떻게 그렇게 머리카락 한가닥도 안남기고 쫙 고정력있게 올리시져아니 제가 생각해도 좀 한심한 질문이기는 한데 씻고나면 제 머리카락이 사방팔방 아주 난리가 나요,"['언니', '다음', '브이', '그때', '머리카락', '수건', '마는', '머리카락', '가닥', '안남', '기고', '쫙', '고정력', '제', '생각', '좀', '질문', '제', '머리카락', '사방', '팔방', '아주', '난리']"
홍여사님은 나시원피스 효진님은 후리스까지 입으셔서 대체 계절을 종잡을 수가 없어용  아니 그리고 춤 진짜 웃음지뢰,"['홍', '여사', '나시', '원피스', '효진', '후', '리스', '대체', '계절', '종잡', '수가', '춤', '진짜', '웃음', '지뢰']"
12:00 레전드 시작 미쳤다 진짜 ,"['레전드', '시작', '진짜']"
비 춤 멋있어하시는거 맞죠 효진님 말하는거랑 생각하는거 다른거 아니죠 효진님 설명들으면서 보니까 왜이렇게 웃기죠10:30주의주의 웃음지뢰구간 11:404월1일 집콕만우절 행벅하게해주시는 효진조님 사랑해요❤️ 14:00홈트하는 내모습도 이럴까() 두렵네요큐,"['비', '춤', '효진', '말', '생각', '효진', '설명', '보', '왜', '웃기', '주의', '주의', '웃음', '지뢰', '구간', '집콕', '만우절', '행벅', '해주시', '효', '진조', '사랑', '홈트하', '모습', '요큐']"
언니계속 춤연습 얘기 시작할때부터 진짠가 장난인가 농담인가 긴가민가하다갘타월뽕 장착에 빵터졌어욬,"['언니', '계속', '춤', '연습', '얘기', '시작', '때', '진', '장난', '농담', '갘', '타월', '뽕', '장착', '욬']"
깡 멋있다고 하신거 진심이에요아 진짜 내 배꼽,"['깡', '진심', '진짜', '내', '배꼽']"
춤추는거 개웃곀하 언니 진짜 본새나요  ,"['곀', '언니', '진짜', '나']"
어느샌가 메이크업 보다 조있그브 를 더 먼저 기다리게 되는 내 모습  ,"['메이크업', '브', '를', '더', '먼저', '내', '모습']"
효진언니 브이로그 늘 새로워  짜릿해 집콕인생 유일한 낙  r,"['효진', '브이', '로그', '늘', '집콕', '인생', '낙']"
2:34 어머님이랑 옷 온도차가 너무 심하신거 아닌가요,"['어머님', '옷', '온도']"
춤연습 진짴 아 유튜브 보면서 원래 거의안웃는데 빵터졌,"['춤', '연습', '진짴', '유튜브', '원래', '거', '의안']"
효과넣기전 편집자님은 얼마나웃겼을까,"['효과', '편집자', '얼마나']"
깡이 왠말이냐 진짴 아 미쳣다,"['깡', '말', '진짴', '미쳣다']"
11:42 집콕해서 멋있는 사람은 당신이 처음이야 ,"['집콕', '사람', '당신', '처음']"
큰일나따 깡 유행하는거 같다유뷰버분들 이러다가 다 깡 한번씩 춘거 올릴듯,"['큰일', '깡', '유행', '유뷰버', '깡', '한번']"
12:57 언니 좀비 같아요,"['언니', '좀비']"
4:34  5:28 너무 공감이지만 전 오늘도11:34 어깡의 비결=나의 웃음지뢰11:56 뜻밖의 웃음지뢰12:22 프로패셔널함에 반하다12:56 무무서워 도망쳐14:35 삐꺽,"['공감', '전', '오늘', '어깡', '비결', '나', '웃음', '지뢰', '뜻밖', '웃음', '지뢰', '프로', '패셔널함', '무', '삐꺽']"
깡의 시작 11:30 세팅 시작춤시작 12:30,"['깡', '시작', '세팅', '시작', '춤', '시작']"
12:10 영화 킹콩에서 사람들한테 공격당하는 장면 아녜요 넘 웃어서 행복해졌어요,"['영화', '킹콩', '사람', '공격', '장면', '녜']"
12:07 댄서 조효진 무대를 찢었다,"['댄서', '조효진', '무대']"
13:33 아닠안웃긴 부분이 절대 없음 ♥️♥️♥️ 16:28 변기까지 뭐얔,"['아닠안웃긴', '부분', '절대', '변기', '뭐얔']"
아니 진짜 왜 언니의 영상이 올라오면 안좋았던 기분도 좋아지는 걸까요오늘도 너무 고맙습니다❤️,"['진짜', '왜', '언니', '영상', '기분', '오늘']"
14:08  저런 필터 왜 쓰는건데요  분명 메이크업끝나고 인트로찍을때 썼던 필터가튼데 🤔🤔,"['저런', '필터', '왜', '요', '분명', '메이크업', '인트', '찍', '때', '필터']"
언니도 깡 본다고요 아 이정도면 비 대히트 쳤다 그게 히트치긴쳤는데 그게참,"['언니', '깡', '정도', '비', '히트', '그게', '그게']"
5:03 첫번째 씻음15:50 두번째 씻음요번 영상에서 총 두번 씻으셨습니다 정답은 두번✌,"['첫', '두번째', '번', '영상', '총', '번', '정답', '번']"
10:43 댕댕이 다리 다친 춤,"['댕댕', '다리', '춤']"
6:19 피부 뒤집어지고 편집자님 너무 웃겨요효진언니X편집자님 콜라보 절대 찬성합니다,"['피부', '편집자', '효진', '편집자', '콜라보', '절대', '찬성']"
정말 집콕 생활에서 단비 같은 효진님의 브이로그  🤍🤍🤍 자주 올라와서 너무 좋아요,"['정말', '집콕', '생활', '단비', '효진', '브이', '로그', '자주']"
나의 집콕생활의 한줄기의 빛 조있그브✨,"['나', '집콕', '생활', '줄기', '빛', '브']"
12:57 언니좀무서워,['좀']
아 진짜 개웃겨 ,"['진짜', '개']"
12:16 넘어지는 줄 알았넼너무너무 존경합니다,"['줄', '넼', '존경']"
12:31아진짜 최고야 언니 밖에 없다,"['진짜', '최고', '언니']"
썸네일 그거 같다 1일1깡 여고생 (+ 수정 영상 보니까 맞았네여 ,"['썸네일', '그거', '깡', '여고생', '수정', '영상', '보', '여']"
23:1323:13아개웃겨 나 빵터졌음 진짴,"['개', '나', '진짴']"
05:57 아닠효진님 유체이탈 그림 너무 귀여워욬스티커로 만들어주세욬아 개웃겨 진짴완전 귀여워큐큐큐큐큐큐큐큐큐큐큐큐큐큨,"['아닠', '효진', '유체이탈', '그림', '욬', '스티커', '욬', '개', '진짴', '완전', '큐큨']"
깡 미치겟닼후리스거의고릴라급,"['깡', '닼후', '리스', '거의', '고릴라']"
11:35 진짜 언니 때문에 웃는다 진짜 과제하느라 우울했는데  이런거 너무 좋아 🤎,"['진짜', '언니', '때문', '진짜', '과제']"
아앀진짴춤출때효과찰떡이네요❤️육성으로터졌습니다❤️❤️❤️❤️❤️,"['앀진짴', '때', '효과', '찰떡', '요', '육성']"
5:28 와 소름; 방금 밥먹기 귀찮아서 몽쉘때렸는데;; 언니나 나나,"['소름', '방금', '밥', '먹기', '몽쉘', '언니', '나나']"
춤 추시는거 진지하신데 왤케 웃기죠,"['춤', '왤케', '웃기']"
11:20 공공장소 주의 구간지하철이나 버스에서 봤으면 난 진짜 웃음참으려고  흐느끼면서 우는지 웃는지 하다가 내려버렸을거야 지금 집이니깐 다행이었지 그치만 언니 사랑해여진짜,"['공공장소', '주의', '구간', '지하철', '버스', '난', '진짜', '웃음', '흐', '지금', '다행', '언니', '사랑', '진짜']"
아진짴 너무웃곀 아언니 때문에 이번해 들어서 제일 크게 웃은듯해욬,"['아진짴', '너무웃곀', '언니', '때문', '이번', '제일', '크게', '해욬']"
미쳤나봐 이언닠어깨는 또 왤케 겁나 미쉐린 같냐고 엉거주춤 총쏘는것도 다 웃겨 미쳐 진짜 ,"['닠', '어깨', '또', '왤케', '미쉐린', '엉거주춤', '총', '진짜']"
편집자님 깡 편집하시다 우셨을거같아요 ,"['편집자', '깡', '편집']"
춤추는거  아진짜  뒤집어지게웃겨요 ,['진짜']
11:35  진짜 언니 대폭소하면서 봤어요 지루한 일상을 잠시나마 웃을수있게 해주셔서 고맙습니다❤❤,"['진짜', '언니', '대폭소', '일상', '잠시']"
효딘언니 춤출때가 제일좋앜,"['효딘언', '때', '좋앜']"
아 어뜨케 효진님 춤추실때 옷때문인지 민첩하고 멋있고 귀여운 고릴라같아용♡,"['어뜨케', '효진', '때', '옷', '때문', '고릴라']"
12:54 저 진짜 웃다가 뒤집어졌어여 ,"['저', '진짜']"
13:08 아 열심히 하지마요 너무 웃기자너 ,"['마', '웃기', '너']"
웬만한 방송 프로그램 보다 재밌습니다 아빠 짱 조아요  조효진 짱 조아요 홍여사님 짱 조아요 매일 올려주이소 안꾸며서 넘 이뻐 자연스러워서 더 정이간다요 효진씨 이뻐요,"['방송', '프로그램', '아빠', '짱', '조효진', '짱', '홍', '여사', '짱', '매일', '더', '정이', '간다', '효진']"
7:44 위에 블랙자켓 어디껀지알수있을까요 너무 이쁘네요,"['위', '블랙', '자켓', '어디', '껀']"
효진언닝 너무 사랑해요❤️ 모닝 브이로그라니 너무좋자나여>< 코로나 우리 같이 힘내여 컵 사야겟어여,"['효진', '닝', '사랑', '모닝', '브이', '로그', '나', '코로나', '우리', '컵']"
아니 진짜 조파파님  이 세상 귀여움과 스윗함 다 가져가신듯 해요 ♡,"['진짜', '파파', '이', '세상', '움', '스윗', '함', '해']"
이렇게 썸네일 만들면 어케 안들어와요  아침부터 상쾌하게 효진 브이로그 감상쓰 ,"['썸네일', '어케', '아침', '효진', '브이', '로그', '감상']"
12:15 12:16 지진대피훈련하는줄여러분책상밑으로 들어가세욧,"['지진', '대피훈련', '분책', '밑', '욧']"
26:21 우리  시리씨 제발 지니라고 부를때 대답하지 말아줘  계속 다른 비서와 착각한 것 같다구 하는데  너가 착각해서 나오는 거라구,"['우리', '시리', '제발', '지니', '때', '대답', '계속', '다른', '비서', '착각', '것', '너', '착각', '거', '구']"
12:00 아진짜 웃겨 진지한 얼굴이랑 산발머리 대비돼서 더 웃기넼,"['진짜', '얼굴', '산발', '머리', '대비', '더', '웃기', '넼']"
15:30 양말 발뒤꿈치 안 맞는 거 괜히 웃기넼,"['양말', '발뒤꿈치', '안', '거', '웃기', '넼']"
12:40 언니 진짜너무 좋앜,"['언니', '진짜', '좋앜']"
언니 나 언니가 생크림파이 알려줘서 돼지될것같아 책임져,"['언니', '나', '언니', '생크림', '파이', '돼지']"
와사비 마요네즈 와사비 마요네스 ,"['와사비', '마요네즈', '와사비', '마요네스']"
조파파님 진짜 너무 귀여우시다 효진쓰 브이로그에 조파파님 안나오시면 섭섭하지,"['파파', '진짜', '효진', '브이', '로그', '파파']"
11:57 아 진짜 언니 찐이다 찐이야❤️ 사랑해요 조효진 ,"['진짜', '언니', '사랑', '조효진']"
열심히 추셔서 죄송하지만 고릴라가 생각나는건 왴아 빵터졌넼,"['고릴라', '왴', '넼']"
